=========CG using MATLAB default precision=====
====DATA = ../graphs/se_1/
====error given as ||Ax - b||_2^2 and ||x - xbar||_A^2
i=2765, err2=5.94606e+06, errA = 170.215
i=2766, err2=5.99976e+06, errA = 170.198
i=2767, err2=8.33207e+06, errA = 170.132
i=2768, err2=6.37954e+06, errA = 170.077
i=2769, err2=2.90822e+06, errA = 170.058
i=2770, err2=4.3017e+06, errA = 170.022
i=2771, err2=5.55759e+06, errA = 169.993
i=2772, err2=9.44912e+06, errA = 169.956
i=2773, err2=3.8913e+06, errA = 169.87
i=2774, err2=632774, errA = 169.855
i=2775, err2=427502, errA = 169.853
i=2776, err2=251521, errA = 169.852
i=2777, err2=415843, errA = 169.85
i=2778, err2=656076, errA = 169.844
i=2779, err2=1.13622e+06, errA = 169.837
i=2780, err2=5.1849e+06, errA = 169.818
i=2781, err2=2.07151e+06, errA = 169.799
i=2782, err2=1.45057e+06, errA = 169.791
i=2783, err2=1.5378e+06, errA = 169.781
i=2784, err2=3.05339e+06, errA = 169.768
i=2785, err2=357762, errA = 169.753
i=2786, err2=774232, errA = 169.748
i=2787, err2=2.49229e+06, errA = 169.741
i=2788, err2=546805, errA = 169.732
i=2789, err2=2.88823e+06, errA = 169.725
i=2790, err2=1.88125e+06, errA = 169.708
i=2791, err2=702289, errA = 169.694
i=2792, err2=636548, errA = 169.69
i=2793, err2=773671, errA = 169.687
i=2794, err2=687555, errA = 169.684
i=2795, err2=1.20447e+06, errA = 169.678
i=2796, err2=1.08753e+06, errA = 169.665
i=2797, err2=1.84493e+06, errA = 169.657
i=2798, err2=1.54044e+06, errA = 169.639
i=2799, err2=432447, errA = 169.633
i=2800, err2=430058, errA = 169.628
i=2801, err2=665276, errA = 169.626
i=2802, err2=1.61592e+06, errA = 169.621
i=2803, err2=707781, errA = 169.613
i=2804, err2=1.31644e+06, errA = 169.587
i=2805, err2=9.98883e+06, errA = 169.54
i=2806, err2=1.73628e+06, errA = 169.51
i=2807, err2=971931, errA = 169.504
i=2808, err2=6.15762e+06, errA = 169.491
i=2809, err2=3.13901e+06, errA = 169.439
i=2810, err2=1.12422e+07, errA = 169.402
i=2811, err2=4.59017e+06, errA = 169.346
i=2812, err2=1.20418e+06, errA = 169.311
i=2813, err2=493128, errA = 169.309
i=2814, err2=1.80966e+06, errA = 169.302
i=2815, err2=2.6356e+06, errA = 169.293
i=2816, err2=1.19664e+06, errA = 169.237
i=2817, err2=1.13657e+06, errA = 169.233
i=2818, err2=1.28741e+06, errA = 169.227
i=2819, err2=1.62916e+06, errA = 169.216
i=2820, err2=1.53391e+06, errA = 169.21
i=2821, err2=8.48372e+06, errA = 169.173
i=2822, err2=4.51633e+06, errA = 169.139
i=2823, err2=5.78345e+06, errA = 169.091
i=2824, err2=1.29358e+06, errA = 169.07
i=2825, err2=5.24997e+06, errA = 168.992
i=2826, err2=2.67938e+06, errA = 168.972
i=2827, err2=513588, errA = 168.966
i=2828, err2=865388, errA = 168.962
i=2829, err2=867783, errA = 168.946
i=2830, err2=487337, errA = 168.941
i=2831, err2=614754, errA = 168.936
i=2832, err2=371334, errA = 168.933
i=2833, err2=2.3408e+06, errA = 168.923
i=2834, err2=1.27217e+07, errA = 168.892
i=2835, err2=1.78236e+07, errA = 168.8
i=2836, err2=1.6496e+07, errA = 168.686
i=2837, err2=2.42325e+06, errA = 168.618
i=2838, err2=3.15568e+06, errA = 168.607
i=2839, err2=2.69796e+06, errA = 168.593
i=2840, err2=1.23281e+06, errA = 168.568
i=2841, err2=2.67506e+06, errA = 168.559
i=2842, err2=4.7444e+06, errA = 168.537
i=2843, err2=1.08225e+06, errA = 168.525
i=2844, err2=5.08301e+06, errA = 168.508
i=2845, err2=1.56051e+07, errA = 168.439
i=2846, err2=4.56384e+06, errA = 168.381
i=2847, err2=1.32259e+06, errA = 168.363
i=2848, err2=3.19338e+06, errA = 168.354
i=2849, err2=2.30436e+06, errA = 168.333
i=2850, err2=1.96657e+07, errA = 168.28
i=2851, err2=1.05148e+07, errA = 168.158
i=2852, err2=6.7659e+06, errA = 168.102
i=2853, err2=4.28764e+06, errA = 168.082
i=2854, err2=1.17244e+06, errA = 168.064
i=2855, err2=2.84529e+06, errA = 168.048
i=2856, err2=4.3268e+06, errA = 168.033
i=2857, err2=2.15e+06, errA = 167.986
i=2858, err2=4.17413e+06, errA = 167.955
i=2859, err2=4.09928e+06, errA = 167.936
i=2860, err2=2.8336e+06, errA = 167.895
i=2861, err2=1.82743e+06, errA = 167.865
i=2862, err2=1.91092e+06, errA = 167.854
i=2863, err2=9.39951e+06, errA = 167.823
i=2864, err2=3.18869e+06, errA = 167.795
i=2865, err2=9.14682e+06, errA = 167.758
i=2866, err2=7.76979e+06, errA = 167.7
i=2867, err2=6.33837e+06, errA = 167.674
i=2868, err2=329639, errA = 167.641
i=2869, err2=295187, errA = 167.64
i=2870, err2=297761, errA = 167.636
i=2871, err2=3.74613e+06, errA = 167.614
i=2872, err2=669032, errA = 167.602
i=2873, err2=2.35209e+06, errA = 167.575
i=2874, err2=433868, errA = 167.57
i=2875, err2=1.71186e+06, errA = 167.565
i=2876, err2=1.07252e+06, errA = 167.558
i=2877, err2=1.68559e+06, errA = 167.551
i=2878, err2=656094, errA = 167.54
i=2879, err2=646138, errA = 167.534
i=2880, err2=760775, errA = 167.528
i=2881, err2=1.09373e+06, errA = 167.522
i=2882, err2=660262, errA = 167.517
i=2883, err2=540686, errA = 167.514
i=2884, err2=372446, errA = 167.511
i=2885, err2=484276, errA = 167.508
i=2886, err2=468138, errA = 167.505
i=2887, err2=186092, errA = 167.503
i=2888, err2=4.7475e+06, errA = 167.491
i=2889, err2=4.60044e+06, errA = 167.47
i=2890, err2=3.37414e+06, errA = 167.438
i=2891, err2=4.66549e+06, errA = 167.412
i=2892, err2=2.92799e+06, errA = 167.396
i=2893, err2=8.26077e+06, errA = 167.372
i=2894, err2=4.00681e+07, errA = 167.272
i=2895, err2=1.28542e+07, errA = 166.931
i=2896, err2=6.7586e+06, errA = 166.884
i=2897, err2=2.93551e+06, errA = 166.862
i=2898, err2=9.72229e+06, errA = 166.833
i=2899, err2=1.22084e+07, errA = 166.766
i=2900, err2=3.06242e+06, errA = 166.614
i=2901, err2=1.41349e+06, errA = 166.599
i=2902, err2=5.57612e+06, errA = 166.588
i=2903, err2=3.22494e+06, errA = 166.539
i=2904, err2=405908, errA = 166.523
i=2905, err2=569710, errA = 166.52
i=2906, err2=769508, errA = 166.514
i=2907, err2=546651, errA = 166.511
i=2908, err2=670000, errA = 166.508
i=2909, err2=1.17882e+06, errA = 166.492
i=2910, err2=1.20294e+06, errA = 166.482
i=2911, err2=1.62553e+06, errA = 166.466
i=2912, err2=386510, errA = 166.461
i=2913, err2=679287, errA = 166.455
i=2914, err2=224977, errA = 166.454
i=2915, err2=656309, errA = 166.448
i=2916, err2=2.51124e+06, errA = 166.441
i=2917, err2=6.27587e+06, errA = 166.422
i=2918, err2=1.82492e+06, errA = 166.384
i=2919, err2=4.454e+06, errA = 166.371
i=2920, err2=1.67325e+06, errA = 166.342
i=2921, err2=690538, errA = 166.334
i=2922, err2=249956, errA = 166.332
i=2923, err2=881042, errA = 166.33
i=2924, err2=1.78452e+06, errA = 166.319
i=2925, err2=3.44215e+06, errA = 166.307
i=2926, err2=1.72945e+06, errA = 166.279
i=2927, err2=4.38771e+06, errA = 166.269
i=2928, err2=1.58083e+06, errA = 166.241
i=2929, err2=2.16998e+06, errA = 166.231
i=2930, err2=2.64586e+06, errA = 166.207
i=2931, err2=3.9807e+06, errA = 166.177
i=2932, err2=2.17775e+06, errA = 166.164
i=2933, err2=6.33273e+06, errA = 166.103
i=2934, err2=3.87199e+06, errA = 166.083
i=2935, err2=9.70833e+06, errA = 165.92
i=2936, err2=1.65122e+06, errA = 165.896
i=2937, err2=858731, errA = 165.891
i=2938, err2=507111, errA = 165.875
i=2939, err2=1.62908e+06, errA = 165.868
i=2940, err2=1.29426e+06, errA = 165.862
i=2941, err2=313501, errA = 165.857
i=2942, err2=162148, errA = 165.855
i=2943, err2=324790, errA = 165.854
i=2944, err2=797339, errA = 165.852
i=2945, err2=1.25298e+06, errA = 165.838
i=2946, err2=357944, errA = 165.834
i=2947, err2=120938, errA = 165.831
i=2948, err2=307117, errA = 165.83
i=2949, err2=989401, errA = 165.827
i=2950, err2=884055, errA = 165.82
i=2951, err2=593971, errA = 165.817
i=2952, err2=666327, errA = 165.812
i=2953, err2=264651, errA = 165.811
i=2954, err2=303881, errA = 165.807
i=2955, err2=451897, errA = 165.802
i=2956, err2=895166, errA = 165.798
i=2957, err2=673930, errA = 165.794
i=2958, err2=171678, errA = 165.79
i=2959, err2=446865, errA = 165.789
i=2960, err2=2.81613e+06, errA = 165.782
i=2961, err2=1.87206e+06, errA = 165.69
i=2962, err2=1.09013e+06, errA = 165.684
i=2963, err2=357693, errA = 165.68
i=2964, err2=341129, errA = 165.677
i=2965, err2=415434, errA = 165.676
i=2966, err2=2.03267e+06, errA = 165.672
i=2967, err2=2.54595e+06, errA = 165.643
i=2968, err2=4.99926e+06, errA = 165.62
i=2969, err2=1.25063e+06, errA = 165.6
i=2970, err2=3.85275e+06, errA = 165.587
i=2971, err2=2.91367e+06, errA = 165.569
i=2972, err2=1.00122e+06, errA = 165.56
i=2973, err2=901609, errA = 165.555
i=2974, err2=1.37924e+06, errA = 165.549
i=2975, err2=2.40168e+06, errA = 165.536
i=2976, err2=4.05741e+06, errA = 165.518
i=2977, err2=2.84152e+07, errA = 165.46
i=2978, err2=6.72598e+06, errA = 165.314
i=2979, err2=7.76476e+06, errA = 165.169
i=2980, err2=4.56396e+06, errA = 165.114
i=2981, err2=4.39503e+06, errA = 165.091
i=2982, err2=1.89818e+06, errA = 165.078
i=2983, err2=2.11513e+06, errA = 165.039
i=2984, err2=4.2524e+06, errA = 164.999
i=2985, err2=2.61877e+06, errA = 164.98
i=2986, err2=6.2756e+06, errA = 164.93
i=2987, err2=3.2314e+06, errA = 164.903
i=2988, err2=1.01044e+07, errA = 164.86
i=2989, err2=5.45123e+06, errA = 164.806
i=2990, err2=2.78515e+06, errA = 164.791
i=2991, err2=1.17545e+06, errA = 164.779
i=2992, err2=3.61628e+06, errA = 164.769
i=2993, err2=1.52558e+06, errA = 164.75
i=2994, err2=5.13338e+06, errA = 164.698
i=2995, err2=3.41137e+06, errA = 164.682
i=2996, err2=1.77711e+07, errA = 164.564
i=2997, err2=4.71542e+06, errA = 164.519
i=2998, err2=1.66305e+06, errA = 164.506
i=2999, err2=5.72705e+06, errA = 164.486
i=3000, err2=1.8199e+06, errA = 164.461
i=3001, err2=2.47312e+06, errA = 164.452
i=3002, err2=1.14464e+06, errA = 164.443
i=3003, err2=959353, errA = 164.424
i=3004, err2=418947, errA = 164.419
i=3005, err2=2.08676e+06, errA = 164.413
i=3006, err2=214016, errA = 164.4
i=3007, err2=271068, errA = 164.399
i=3008, err2=561515, errA = 164.396
i=3009, err2=751892, errA = 164.393
i=3010, err2=1.0594e+06, errA = 164.388
i=3011, err2=163988, errA = 164.381
i=3012, err2=379794, errA = 164.38
i=3013, err2=1.71621e+06, errA = 164.372
i=3014, err2=2.24114e+06, errA = 164.356
i=3015, err2=1.11222e+06, errA = 164.343
i=3016, err2=364496, errA = 164.339
i=3017, err2=306339, errA = 164.338
i=3018, err2=2.16938e+06, errA = 164.328
i=3019, err2=562681, errA = 164.285
i=3020, err2=1.12621e+06, errA = 164.282
i=3021, err2=746161, errA = 164.274
i=3022, err2=2.12368e+06, errA = 164.269
i=3023, err2=3.10276e+06, errA = 164.257
i=3024, err2=6.76995e+06, errA = 164.205
i=3025, err2=2.39508e+06, errA = 164.176
i=3026, err2=2.58644e+06, errA = 164.165
i=3027, err2=3.13725e+06, errA = 164.151
i=3028, err2=1.81359e+06, errA = 164.138
i=3029, err2=550189, errA = 164.127
i=3030, err2=986814, errA = 164.122
i=3031, err2=1.11758e+06, errA = 164.112
i=3032, err2=6.00702e+06, errA = 164.081
i=3033, err2=4.7456e+06, errA = 164.058
i=3034, err2=1.50009e+06, errA = 163.989
i=3035, err2=1.63609e+06, errA = 163.983
i=3036, err2=3.79454e+06, errA = 163.96
i=3037, err2=1.55675e+06, errA = 163.942
i=3038, err2=2.11184e+06, errA = 163.936
i=3039, err2=1.1579e+06, errA = 163.922
i=3040, err2=397142, errA = 163.913
i=3041, err2=855453, errA = 163.91
i=3042, err2=528996, errA = 163.906
i=3043, err2=1.90097e+06, errA = 163.901
i=3044, err2=772253, errA = 163.882
i=3045, err2=5.52695e+06, errA = 163.831
i=3046, err2=3.89189e+06, errA = 163.814
i=3047, err2=3.01004e+06, errA = 163.799
i=3048, err2=1.28798e+07, errA = 163.706
i=3049, err2=6.07163e+06, errA = 163.664
i=3050, err2=5.36229e+06, errA = 163.628
i=3051, err2=685829, errA = 163.612
i=3052, err2=1.16288e+06, errA = 163.607
i=3053, err2=3.11961e+06, errA = 163.597
i=3054, err2=6.05926e+06, errA = 163.571
i=3055, err2=9.63684e+06, errA = 163.536
i=3056, err2=2.39145e+06, errA = 163.495
i=3057, err2=1.64496e+06, errA = 163.477
i=3058, err2=2.93757e+06, errA = 163.465
i=3059, err2=2.41253e+06, errA = 163.422
i=3060, err2=7.09509e+06, errA = 163.354
i=3061, err2=6.01822e+06, errA = 163.288
i=3062, err2=1.9414e+06, errA = 163.262
i=3063, err2=172475, errA = 163.256
i=3064, err2=269297, errA = 163.256
i=3065, err2=1.01141e+06, errA = 163.247
i=3066, err2=952687, errA = 163.243
i=3067, err2=1.48534e+06, errA = 163.236
i=3068, err2=1.24638e+06, errA = 163.222
i=3069, err2=1.01684e+06, errA = 163.216
i=3070, err2=3.1482e+06, errA = 163.205
i=3071, err2=2.40649e+06, errA = 163.187
i=3072, err2=5.48918e+06, errA = 163.165
i=3073, err2=2.78644e+06, errA = 163.148
i=3074, err2=582829, errA = 163.136
i=3075, err2=908998, errA = 163.133
i=3076, err2=1.11957e+06, errA = 163.125
i=3077, err2=1.07635e+06, errA = 163.107
i=3078, err2=1.40874e+06, errA = 163.096
i=3079, err2=1.4909e+06, errA = 163.09
i=3080, err2=1.34829e+06, errA = 163.082
i=3081, err2=3.53446e+06, errA = 163.072
i=3082, err2=2.8908e+06, errA = 163.049
i=3083, err2=522894, errA = 163.041
i=3084, err2=313436, errA = 163.039
i=3085, err2=930741, errA = 163.023
i=3086, err2=1.92846e+06, errA = 163.007
i=3087, err2=553583, errA = 162.996
i=3088, err2=368626, errA = 162.992
i=3089, err2=980967, errA = 162.988
i=3090, err2=180709, errA = 162.986
i=3091, err2=2.68484e+06, errA = 162.98
i=3092, err2=1.41791e+06, errA = 162.96
i=3093, err2=2.27335e+06, errA = 162.949
i=3094, err2=252237, errA = 162.937
i=3095, err2=754677, errA = 162.935
i=3096, err2=631273, errA = 162.93
i=3097, err2=1.37856e+06, errA = 162.923
i=3098, err2=1.27273e+06, errA = 162.916
i=3099, err2=2.7292e+06, errA = 162.908
i=3100, err2=1.15749e+06, errA = 162.888
i=3101, err2=2.20083e+06, errA = 162.877
i=3102, err2=1.24522e+06, errA = 162.866
i=3103, err2=938431, errA = 162.842
i=3104, err2=2.27189e+06, errA = 162.832
i=3105, err2=3.0469e+06, errA = 162.822
i=3106, err2=9.47606e+06, errA = 162.771
i=3107, err2=5.06976e+06, errA = 162.742
i=3108, err2=3.43331e+06, errA = 162.703
i=3109, err2=1.80892e+06, errA = 162.692
i=3110, err2=7.2992e+06, errA = 162.67
i=3111, err2=4.06832e+06, errA = 162.61
i=3112, err2=3.66989e+06, errA = 162.591
i=3113, err2=1.22296e+07, errA = 162.555
i=3114, err2=3.34372e+06, errA = 162.36
i=3115, err2=4.79969e+06, errA = 162.34
i=3116, err2=4.15981e+06, errA = 162.322
i=3117, err2=7.87641e+06, errA = 162.287
i=3118, err2=1.63032e+07, errA = 162.177
i=3119, err2=1.39655e+06, errA = 162.131
i=3120, err2=1.81217e+06, errA = 162.121
i=3121, err2=6.87657e+06, errA = 162.103
i=3122, err2=2.24683e+06, errA = 162.078
i=3123, err2=1.19829e+07, errA = 161.993
i=3124, err2=3.13142e+06, errA = 161.852
i=3125, err2=711289, errA = 161.838
i=3126, err2=496358, errA = 161.83
i=3127, err2=210612, errA = 161.828
i=3128, err2=375221, errA = 161.827
i=3129, err2=956355, errA = 161.821
i=3130, err2=3.67895e+06, errA = 161.814
i=3131, err2=1.05344e+07, errA = 161.756
i=3132, err2=1.5199e+07, errA = 161.665
i=3133, err2=9.27574e+06, errA = 161.621
i=3134, err2=1.35965e+07, errA = 161.523
i=3135, err2=4.8041e+06, errA = 161.475
i=3136, err2=1.32501e+07, errA = 161.43
i=3137, err2=1.05712e+07, errA = 161.359
i=3138, err2=1.96358e+06, errA = 161.312
i=3139, err2=1.83127e+06, errA = 161.303
i=3140, err2=7.16543e+06, errA = 161.271
i=3141, err2=9.76928e+06, errA = 161.235
i=3142, err2=6.27051e+06, errA = 161.195
i=3143, err2=635457, errA = 161.165
i=3144, err2=2.04276e+06, errA = 161.158
i=3145, err2=2.06753e+06, errA = 161.144
i=3146, err2=2.02936e+06, errA = 161.137
i=3147, err2=1.14196e+06, errA = 161.124
i=3148, err2=3.33697e+06, errA = 161.115
i=3149, err2=6.45507e+06, errA = 161.074
i=3150, err2=6.3001e+06, errA = 160.993
i=3151, err2=3.64391e+06, errA = 160.973
i=3152, err2=5.21956e+06, errA = 160.932
i=3153, err2=1.50467e+07, errA = 160.784
i=3154, err2=1.33173e+07, errA = 160.703
i=3155, err2=3.90952e+06, errA = 160.609
i=3156, err2=2.29779e+06, errA = 160.597
i=3157, err2=6.86564e+06, errA = 160.449
i=3158, err2=2.59866e+07, errA = 160.394
i=3159, err2=4.28942e+06, errA = 160.241
i=3160, err2=7.72161e+06, errA = 160.125
i=3161, err2=3.49514e+06, errA = 160.107
i=3162, err2=8.97282e+06, errA = 160.022
i=3163, err2=6.09875e+06, errA = 159.998
i=3164, err2=4.13468e+06, errA = 159.946
i=3165, err2=3.6291e+06, errA = 159.93
i=3166, err2=1.93469e+06, errA = 159.916
i=3167, err2=1.97648e+06, errA = 159.899
i=3168, err2=1.83506e+06, errA = 159.888
i=3169, err2=1.19553e+06, errA = 159.881
i=3170, err2=2.68704e+06, errA = 159.872
i=3171, err2=1.22386e+06, errA = 159.862
i=3172, err2=231491, errA = 159.857
i=3173, err2=616801, errA = 159.854
i=3174, err2=1.60207e+06, errA = 159.848
i=3175, err2=419747, errA = 159.832
i=3176, err2=203625, errA = 159.83
i=3177, err2=1.50169e+06, errA = 159.823
i=3178, err2=309218, errA = 159.815
i=3179, err2=121578, errA = 159.814
i=3180, err2=136830, errA = 159.813
i=3181, err2=116347, errA = 159.812
i=3182, err2=1.44254e+06, errA = 159.803
i=3183, err2=733700, errA = 159.798
i=3184, err2=1.05758e+06, errA = 159.793
i=3185, err2=558188, errA = 159.789
i=3186, err2=655021, errA = 159.787
i=3187, err2=377506, errA = 159.783
i=3188, err2=511081, errA = 159.78
i=3189, err2=3.39381e+06, errA = 159.774
i=3190, err2=7.44061e+06, errA = 159.727
i=3191, err2=4.16447e+06, errA = 159.677
i=3192, err2=2.22208e+06, errA = 159.662
i=3193, err2=1.28601e+06, errA = 159.651
i=3194, err2=589488, errA = 159.647
i=3195, err2=590731, errA = 159.644
i=3196, err2=662684, errA = 159.641
i=3197, err2=547164, errA = 159.638
i=3198, err2=984371, errA = 159.633
i=3199, err2=3.20198e+06, errA = 159.621
i=3200, err2=5.26201e+06, errA = 159.599
i=3201, err2=4.35208e+06, errA = 159.576
i=3202, err2=3.17544e+06, errA = 159.52
i=3203, err2=3.3495e+06, errA = 159.492
i=3204, err2=3.63568e+06, errA = 159.406
i=3205, err2=997589, errA = 159.363
i=3206, err2=2.40618e+06, errA = 159.354
i=3207, err2=781382, errA = 159.345
i=3208, err2=4.29209e+06, errA = 159.32
i=3209, err2=1.34929e+07, errA = 159.219
i=3210, err2=1.8649e+07, errA = 159.161
i=3211, err2=3.76107e+07, errA = 158.996
i=3212, err2=1.25469e+06, errA = 158.89
i=3213, err2=1.38106e+07, errA = 158.866
i=3214, err2=5.32946e+06, errA = 158.752
i=3215, err2=1.45298e+07, errA = 158.679
i=3216, err2=2.39271e+07, errA = 158.609
i=3217, err2=5.66244e+07, errA = 158.321
i=3218, err2=8.26929e+06, errA = 158.179
i=3219, err2=6.88545e+06, errA = 158.143
i=3220, err2=8.21502e+06, errA = 158.082
i=3221, err2=9.95865e+06, errA = 158.034
i=3222, err2=7.28013e+06, errA = 157.975
i=3223, err2=2.02312e+06, errA = 157.953
i=3224, err2=7.58574e+06, errA = 157.931
i=3225, err2=6.17769e+06, errA = 157.876
i=3226, err2=5.30114e+06, errA = 157.791
i=3227, err2=1.10357e+06, errA = 157.779
i=3228, err2=1.02126e+06, errA = 157.775
i=3229, err2=4.0688e+06, errA = 157.758
i=3230, err2=2.74434e+06, errA = 157.721
i=3231, err2=4.1723e+06, errA = 157.707
i=3232, err2=3.64984e+06, errA = 157.657
i=3233, err2=4.14452e+06, errA = 157.632
i=3234, err2=6.63485e+06, errA = 157.554
i=3235, err2=4.60121e+06, errA = 157.517
i=3236, err2=4.52632e+06, errA = 157.488
i=3237, err2=4.61892e+06, errA = 157.472
i=3238, err2=6.9179e+06, errA = 157.437
i=3239, err2=2.7573e+06, errA = 157.364
i=3240, err2=1.71983e+06, errA = 157.351
i=3241, err2=801486, errA = 157.347
i=3242, err2=1.32015e+06, errA = 157.325
i=3243, err2=6.25552e+06, errA = 157.312
i=3244, err2=6.76721e+06, errA = 157.258
i=3245, err2=6.12449e+06, errA = 157.212
i=3246, err2=641346, errA = 157.197
i=3247, err2=883439, errA = 157.193
i=3248, err2=1.19459e+06, errA = 157.173
i=3249, err2=402085, errA = 157.169
i=3250, err2=109412, errA = 157.168
i=3251, err2=243470, errA = 157.167
i=3252, err2=217246, errA = 157.165
i=3253, err2=1.73148e+06, errA = 157.154
i=3254, err2=1.70546e+06, errA = 157.14
i=3255, err2=3.42374e+06, errA = 157.131
i=3256, err2=2.13145e+06, errA = 157.089
i=3257, err2=697537, errA = 157.084
i=3258, err2=920483, errA = 157.079
i=3259, err2=1.33942e+06, errA = 157.065
i=3260, err2=1.62997e+06, errA = 157.059
i=3261, err2=1.29698e+06, errA = 157.043
i=3262, err2=1.12986e+06, errA = 157.039
i=3263, err2=1.3757e+06, errA = 157.015
i=3264, err2=374126, errA = 157.01
i=3265, err2=172324, errA = 157.009
i=3266, err2=713806, errA = 157.007
i=3267, err2=1.01174e+06, errA = 157
i=3268, err2=195065, errA = 156.997
i=3269, err2=143245, errA = 156.996
i=3270, err2=798607, errA = 156.993
i=3271, err2=868087, errA = 156.989
i=3272, err2=1.97741e+06, errA = 156.984
i=3273, err2=4.93383e+06, errA = 156.947
i=3274, err2=1.12902e+07, errA = 156.879
i=3275, err2=1.25952e+06, errA = 156.814
i=3276, err2=2.90381e+06, errA = 156.801
i=3277, err2=1.20942e+06, errA = 156.78
i=3278, err2=2.90664e+06, errA = 156.773
i=3279, err2=2.61505e+06, errA = 156.736
i=3280, err2=9.14876e+06, errA = 156.588
i=3281, err2=1.55184e+07, errA = 156.527
i=3282, err2=2.68976e+06, errA = 156.468
i=3283, err2=4.50715e+06, errA = 156.453
i=3284, err2=4.39991e+06, errA = 156.431
i=3285, err2=3.12972e+06, errA = 156.403
i=3286, err2=2.79777e+06, errA = 156.392
i=3287, err2=1.02191e+06, errA = 156.38
i=3288, err2=938893, errA = 156.376
i=3289, err2=1.39301e+06, errA = 156.365
i=3290, err2=1.78891e+06, errA = 156.352
i=3291, err2=1.72449e+06, errA = 156.343
i=3292, err2=481723, errA = 156.339
i=3293, err2=286632, errA = 156.335
i=3294, err2=283852, errA = 156.334
i=3295, err2=632646, errA = 156.331
i=3296, err2=602939, errA = 156.322
i=3297, err2=4.14727e+06, errA = 156.313
i=3298, err2=1.20436e+06, errA = 156.29
i=3299, err2=238490, errA = 156.287
